bfioh,bfieh,bfiah,bfich,bfinh,bfiae,bfiaa,bfiac,bfian,bfiao,wallposts,portraits,imp_avs,friends,likes_portrait,sex,age,selfesteem
320,300,389,433,213,3.6,4.22,5,1.75,3.7,73,2,0,61,13,1,18,2.9
400,238,378,278,263,4.2,4.44,4.78,1.38,4.6,42,8,2,94,5,2,18,2.9
320,325,433,344,213,4.4,3.89,4.56,1.75,4.2,31,13,0,181,15,2,22,2.7
280,363,278,278,275,4,3.44,4.22,3,3.4,289,9,14,68,11,1,18,3
270,288,389,256,300,4.2,5,4.22,1.75,4.2,1,2,0,83,40,2,19,3.3
350,300,311,289,438,4.4,3.67,4.78,1.63,4.5,45,2,0,201,32,2,20,2.1
310,325,378,278,238,4.2,3.67,4.44,1.75,3.9,73,1,0,78,2,1,19,2.4
380,375,378,289,325,4.2,4.22,4.22,1.5,4.3,143,26,0,416,24,2,20,2.8
500,338,244,389,325,4.6,3.78,4.78,1.5,4.8,73,7,1,66,7,1,21,3.3
390,163,344,278,388,3.8,4.44,4,1.88,3.8,6,6,0,55,13,2,20,2.4
330,250,322,433,200,3.2,3.56,4.89,1.63,3.9,127,23,1,125,9,1,21,3.6
370,388,378,300,238,3.6,4.56,4.89,1.63,4.7,123,41,10,442,12,1,19,2.9
470,338,456,367,300,4.2,4.67,4.11,1.88,4.7,14,5,0,674,18,1,19,3.1
460,450,300,167,338,4.8,3.89,4.56,1.63,4.2,4,9,2,407,41,2,18,3.1
440,238,411,356,238,4.8,4.67,4.44,1.75,4.3,31,29,7,87,12,2,18,2.8
400,425,322,333,413,4.8,4.11,4.22,1.5,4.5,3,1,0,135,79,2,18,2.6
300,313,433,344,313,4.2,4.44,4.22,1.63,3.7,115,63,3,242,5,2,20,2.8
360,363,356,322,313,4.4,3.44,4.44,1.63,3.7,17,12,0,994,73,2,20,2.9
380,363,300,411,275,4,3.89,4.44,1.88,4.3,168,21,0,286,29,2,20,3.2
430,363,389,278,200,4.4,4.22,4.33,1.38,5,43,10,0,292,36,2,20,2.6
320,375,378,356,338,4.6,4,4.33,1.5,4.2,3,17,0,241,50,2,19,3.1
460,288,378,244,288,4.4,4,4.78,1.88,4.4,128,7,0,184,35,2,18,2.4
350,250,356,289,313,3.8,4,3.67,2,3.2,72,8,12,149,14,1,19,3.4
430,413,311,289,250,5,4.44,3.89,2.13,4.7,128,1,1,76,41,1,18,3
400,288,433,422,150,4.6,4.67,4.56,1.13,4.7,49,9,3,279,16,2,22,4
420,313,133,133,425,3,3.44,3.67,2.13,4.2,43,9,3,218,9,1,18,1.4
400,438,456,422,200,4.8,4.67,4.89,1.63,4.5,87,18,2,188,28,2,18,3.8
320,338,333,422,263,3.8,3.89,4.56,1.5,3.8,48,20,0,291,66,2,19,3.6
440,388,311,244,438,4.2,3.33,4.33,2.38,4.2,37,3,1,165,22,2,19,2.4
310,175,233,300,338,4.6,4.33,4.33,1,4.5,64,9,5,110,6,2,20,2.2
350,425,356,244,200,4.6,4.33,4.44,1.13,4,5,19,6,246,16,2,19,3.6
280,275,333,367,288,3.4,4.33,4.67,1.63,3.8,9,3,0,120,15,2,19,3.5
430,250,356,444,363,3.2,4,4.78,2.5,4.6,1,1,0,113,18,1,18,2.7
410,263,322,300,213,3.6,3.44,4.67,1.5,4.1,6,1,3,45,16,1,21,3.2
350,350,400,344,438,4.8,4.33,4.67,1.25,4.5,261,2,1,404,33,2,21,2.8
390,300,278,267,350,4,3.89,4.33,1.38,4.1,41,30,1,192,45,2,18,3.2
380,375,356,278,275,4.2,4.11,4,1.63,3.8,1,6,0,229,23,2,18,3
410,350,256,289,250,4.6,3.67,4.33,1.75,4.7,12,1,0,180,31,2,20,3
260,350,344,278,325,5,4,4.22,2,4,4,7,0,138,29,2,19,2.8
300,400,311,389,313,4.4,3.44,4.89,1.63,4,43,12,2,196,19,2,21,3.5
380,338,333,211,338,3.4,4.22,4.44,1.63,4.7,0,7,0,165,17,2,21,3.2
290,238,311,322,313,4.8,4,4.44,1.5,3.7,5,8,1,153,14,1,19,3.2
360,413,300,311,338,5,4.11,4.56,1.25,4.6,0,9,0,354,52,2,18,3.5
310,313,289,289,238,3.4,4,4.67,1.75,3.4,153,4,3,72,19,2,21,3.8
370,488,256,356,175,4.2,3.89,4.89,1.13,4.1,137,6,0,127,7,1,25,3.5
360,275,400,356,238,3.8,4.22,4.56,1.88,4.1,35,22,0,190,14,2,20,3.2
340,238,389,400,313,3.2,3.78,5,2.38,4.4,14,4,1,20,12,2,17,1.8
380,150,333,278,275,3.6,3.89,4.56,1.88,4,28,4,1,58,12,2,20,2.9
360,438,333,300,288,4.2,4.22,4.56,1.38,3.6,38,13,3,292,25,2,19,2.7
340,300,433,378,288,3.8,4.44,4.56,1.88,4.2,24,6,1,385,19,1,21,3.2
500,350,344,344,250,4.6,3.78,4.22,1.5,4.4,0,1,0,143,22,1,19,3.6
380,363,322,333,188,4,3.33,4.78,1.63,4.2,4,2,0,173,18,1,18,3.3
240,200,356,322,338,4.6,3.78,4.78,2.25,3.6,7,7,0,98,20,2,21,2.4
350,338,411,400,375,4.2,4.22,4.44,1.75,4.5,0,7,2,215,9,2,20,2
420,338,411,389,313,3.8,4.22,4.44,2.25,4.5,83,24,1,292,10,2,21,3.1
390,463,333,433,363,4.4,4.33,4.78,1.5,3.8,11,15,0,265,76,2,18,3.5
500,450,422,478,238,4.4,4.89,4.67,1.5,5,12,5,0,66,13,2,20,3.7
370,213,311,400,288,4.4,4.33,4.67,1.25,4.7,49,15,0,131,18,2,21,3.2
380,263,333,367,350,4,3.56,4,2.25,3.9,288,14,3,203,20,2,19,3.1
410,463,356,333,288,4.8,4.33,4.89,1.38,3.8,100,4,2,238,23,2,18,3.6
390,400,389,411,363,4.2,4.11,4.56,1.25,4.5,76,7,3,212,10,2,21,3
360,338,389,411,225,4.2,3.89,4.33,2.13,4,3,1,0,128,8,1,20,3.1
430,238,356,300,375,4,3.89,4.11,2.25,4.1,17,18,0,203,39,2,19,3.2
330,238,300,378,425,3.6,4.44,4.11,1.63,4,712,30,36,141,10,2,21,2.3
380,500,289,256,275,4.4,3.67,4.22,1.63,4.4,183,18,10,553,27,2,18,3.5
350,413,289,200,325,4.2,3.44,4.44,2,4,8,15,1,413,43,2,18,2.8
290,300,289,356,375,4.2,4.11,4.67,2,4.3,163,1,0,136,14,2,21,3.2
400,325,433,367,375,4.2,4.33,4.89,1.75,4,33,3,1,238,33,1,19,2.9
400,350,422,389,238,4.8,4.11,4.44,1.63,4.6,0,10,0,178,16,2,19,3.1
370,175,344,256,413,4,4.33,4.44,2.13,4,60,3,1,39,7,2,20,2.1
370,450,300,367,413,4.8,3.67,4.44,1.75,3.8,18,14,0,230,40,2,20,2.9
410,250,367,333,338,4.4,4.33,5,1.38,4.1,22,1,0,93,17,2,20,3.4
350,375,422,367,200,3.8,4.44,4.67,1.88,4.3,35,5,0,268,10,1,21,3.4
380,463,411,400,263,4.8,4.11,4.11,2.13,4.5,51,2,0,203,14,1,21,2.9
350,288,378,400,225,4.4,3.56,3.89,1.88,3.6,28,1,4,299,19,1,18,3
370,325,378,289,225,3.8,4.11,4.22,1.75,4,1,1,1,104,8,1,20,3.2
350,213,422,333,263,4.6,4.33,4.22,1.88,4.2,42,14,1,89,10,2,21,2.8
390,388,356,322,288,4.6,4.67,4.22,1.88,4.2,34,2,0,492,69,2,19,2.9
280,325,367,278,338,4.4,4.22,4.33,1.63,4.2,22,11,1,225,6,2,21,3
280,313,389,356,288,4.6,4.11,4.67,1.25,4.1,40,1,2,104,40,2,20,3.1
350,438,333,389,288,4,4.11,4.89,1.75,4,100,11,0,405,40,2,20,3.3
450,350,444,389,238,4,4.56,4.11,2.13,4,76,20,1,188,15,2,18,3.4
360,375,389,367,313,4.6,4.67,4,2.38,3.9,17,9,0,183,27,2,20,3.5
310,325,289,433,363,3.6,4.11,4.67,1.63,4,32,19,1,181,22,2,19,3.1
370,300,378,300,438,4.6,3.89,4.22,1.5,4.7,0,9,1,113,22,2,18,2.5
400,338,378,322,300,4.4,4.44,4.22,1.75,4.5,29,1,0,141,38,2,18,3.1
370,363,333,322,263,4.2,3.78,3.89,2.25,4.2,4,12,1,229,2,1,20,2.7
380,313,278,256,338,4.6,4.44,4.22,2,4.1,16,13,0,879,20,2,20,3.1
300,338,356,400,225,4.8,4.11,4.22,2.38,4.1,18,18,1,319,30,2,20,2.8
480,338,378,267,400,4,4.33,4.44,1.25,4.8,110,21,2,102,20,2,17,2.4
420,350,322,400,250,4,4,4.56,2.63,3.8,0,3,1,141,15,1,21,3.2
340,425,400,244,138,4.6,4.33,4.67,1.13,4.1,74,6,0,261,30,2,20,3.3
470,213,311,344,338,3.6,3.67,4,2,4.2,84,6,0,181,30,1,20,3.1
410,363,333,300,325,4.4,4.22,4.78,1.63,3.5,1,7,0,193,33,2,17,4
430,400,378,344,338,4.2,4.22,4.33,1.5,4.7,227,127,0,452,14,2,19,3.4
410,400,356,200,313,4.6,4.22,3.89,1.63,4.2,31,12,0,281,21,2,20,2.7
400,425,211,200,338,4.4,2.89,3.78,1.63,4.9,28,13,1,107,9,2,19,3.1
320,338,389,456,325,5,4.67,4.89,1.13,4.3,96,7,0,177,19,2,20,3.3
270,250,333,389,225,4,3.67,4.11,1.88,3.5,73,2,0,169,59,2,19,2.9
370,288,322,256,400,3.2,3.33,4,2.5,4.1,73,2,3,122,18,2,18,3.2
410,338,400,444,188,4.4,4.33,4.89,1.38,4.5,21,16,0,627,40,1,20,3.7
320,375,400,433,288,3.8,3.67,4.56,1.88,3.6,29,25,4,107,12,2,20,3.5
320,463,356,400,400,4.8,4.33,5,1.13,4.2,21,5,0,352,22,2,20,3
500,350,378,289,275,4,4.22,4.22,2,4.8,74,23,0,270,26,2,18,2.9
410,313,222,278,350,4,2.11,4.56,2.25,4.6,164,5,0,211,10,1,19,3
400,413,311,344,313,4.8,4.67,4.89,2.38,4.1,190,28,0,461,46,2,19,2.5
380,288,378,289,375,4.2,4.11,4.33,1.88,4.6,118,33,3,164,15,2,18,2.5
330,388,344,322,463,5,3.89,4,2.5,4.1,73,2,0,40,3,2,20,2.5
260,425,344,356,313,4.4,4.22,4.33,1.88,4.1,50,11,2,166,22,2,19,3.4
440,288,311,233,300,4,3.67,3.89,2.13,4.4,14,13,5,118,8,1,19,3.5
360,263,311,267,363,4.2,3.33,3.44,2.5,3.7,139,10,22,80,7,2,18,2.3
300,300,378,278,413,4.2,4.11,4.33,2,4.2,22,11,0,468,45,2,21,3.1
280,213,400,322,350,4.2,3.67,4.44,2,3.8,21,21,0,314,12,2,24,3.5
460,425,411,411,200,4.8,3.89,4.78,1.5,4.8,87,3,1,328,33,1,19,4
330,325,333,333,263,3.8,3.67,4.67,1.88,4,0,6,2,220,47,2,19,3.2
370,338,411,311,325,3.8,3.89,4.22,2.38,3.8,231,9,4,272,13,2,20,2.9
320,275,411,433,375,4.4,4.33,4.89,1.75,4.2,49,1,0,177,37,2,20,2.5
350,350,400,311,300,3.8,4.22,3.33,2.5,3.6,126,4,0,254,16,1,21,3.3
440,325,333,367,363,4.8,4,4.78,2.25,4.6,104,121,16,551,49,2,18,3.2
420,388,378,278,300,4.2,3.56,4.67,2.13,4.4,123,71,3,1088,17,1,21,2.6
350,350,333,389,263,3.8,3.89,4.78,2.13,4.6,35,1,0,196,25,1,18,2.9
440,338,333,300,375,3.4,4,4.22,1.63,4.1,58,32,1,723,36,2,21,3.3
380,338,344,344,288,3.6,4.33,4.44,1.63,4.5,45,13,0,239,19,2,19,3
300,200,356,256,400,4.6,4,4,2,3.6,0,4,0,298,50,2,19,3.2
350,475,289,322,213,5,3.67,4.67,2,4,15,7,0,921,114,1,19,3.6
440,338,400,344,213,4.4,4.56,4.44,2.13,4.5,222,2,0,40,17,2,20,3.6
410,375,344,211,275,4.2,4.22,4.56,1.38,4.8,0,6,0,69,11,2,19,2.8
330,488,344,378,263,4.6,4.56,4.78,1.13,3.9,0,17,1,371,16,2,21,3.1
270,250,244,289,438,4.4,3.56,4.78,1.75,3.9,45,13,4,120,18,2,20,2.6
470,463,433,211,263,4.8,4.67,3.44,1.25,5,83,11,0,281,45,2,20,3.6
390,288,389,400,288,3.4,4.22,4.33,2,3.6,1,1,1,88,18,2,19,3.5
440,375,356,244,263,4.8,3.67,4.33,1.38,4.7,55,7,0,322,15,1,19,3.7
380,413,356,433,188,4.6,4.67,4.56,1.75,4.4,7,10,1,149,14,1,20,3.7
500,325,322,278,438,4.6,4.67,4.67,1.13,4.9,126,9,1,617,27,2,20,3
380,463,311,333,263,4.6,4.22,4.78,1.5,4.3,19,4,0,1006,78,1,21,3.3
320,388,356,367,288,4.2,3.78,4.56,1.88,3.8,28,2,1,296,4,1,21,3
340,475,289,422,263,4.6,3.67,4.33,2,3.5,55,4,1,350,40,1,20,3.5
370,400,233,433,300,4.6,3.11,4.78,2.25,4.3,82,3,0,673,78,1,19,3.3
350,225,300,244,263,3.6,3.67,4.33,1.5,3.9,25,14,0,54,9,2,18,2.8
350,425,344,322,300,4.8,4.11,4.78,1.75,4.4,2,3,0,369,38,2,20,4
310,263,300,367,363,4.2,4.22,4.44,1.5,4,115,6,0,115,10,2,20,3.6
360,438,378,422,313,4.2,3.67,4.11,2,3.9,21,6,1,188,17,1,18,3.4
390,338,322,456,425,4.4,4.67,5,1.13,4.7,171,8,1,98,7,2,21,3.2
440,400,433,444,225,4.2,4.56,4.78,1.75,4.3,0,4,0,185,40,2,22,3.4
420,263,344,244,338,4.2,4.11,4.11,1.38,4,20,9,3,145,12,1,23,3.4
420,288,311,444,400,4.2,4.22,5,1.13,4.4,91,10,0,289,23,2,21,2.9
400,263,433,333,263,4,4.44,4.56,1.63,3.8,68,8,1,217,19,2,20,2.6
310,275,378,367,338,3.4,3.67,4.33,1.38,4.1,177,1,1,255,19,2,20,2.8
280,188,400,256,213,4.2,3.89,4.56,1.5,3.8,3,2,0,49,1,1,20,3.1
490,388,389,256,325,4.6,4,4.22,1.5,4.2,86,4,4,184,15,2,22,2.8
440,363,422,433,238,4.4,4.67,4.89,2,4.6,2,5,1,459,108,2,18,2.9
400,375,356,333,375,4.2,4.33,4.56,1.75,4.1,3,7,0,145,13,2,21,2.7
330,288,344,378,238,4,4,4.22,1.88,3.9,0,2,0,25,2,1,21,3.2
360,363,322,389,263,3.6,3.33,3.44,2.75,3.4,2,8,12,66,1,1,19,3.28
490,400,378,400,325,4.2,4.33,4.44,2,4.8,52,9,0,217,42,2,18,3
330,388,333,333,300,4.4,3.78,4.78,2.13,4.3,3,3,0,230,15,1,21,2.8
330,325,433,367,275,3.8,4.33,4.33,2.13,3.9,49,19,1,367,15,2,18,3.6
460,363,356,322,313,4.6,4.44,3.56,2.13,4.4,41,1,0,135,36,2,18,3
330,375,356,378,288,4.2,4,4.22,2.38,3.8,0,6,1,143,12,1,18,3.1
310,388,356,289,263,4.8,3.78,4.44,1.88,3.7,10,11,0,201,14,2,21,2.9
390,200,433,344,338,4,3.89,4.56,2,4.2,1,6,0,172,5,1,21,2
440,225,333,344,363,4.2,4.33,4.33,2.13,4.7,82,3,1,310,46,2,19,3.1
420,275,311,356,388,3.4,4.11,4.11,2,4.2,3,7,0,116,16,2,19,2.6
410,388,300,333,388,4.4,4.44,4.78,1.88,4,41,1,0,219,18,1,20,3.4
410,300,344,333,388,4,4.22,4.67,1.63,3.9,21,28,0,195,30,1,20,3.1
350,363,389,278,188,4.8,4.33,4.44,2.25,4.2,18,1,0,791,25,1,19,3.2
290,250,389,356,338,5,4.44,4.33,1.75,4.3,145,7,1,124,16,2,19,2.9
370,350,278,378,263,4,4.11,3.56,2.5,3.8,73,2,0,163,332,1,19,3.5
320,288,389,333,313,3.4,4.22,4,2.38,3.8,130,5,2,101,11,2,18,2.9
240,350,322,333,275,4.6,4,4.78,1.5,3.8,0,12,0,214,48,2,18,3.2
310,400,378,311,263,3.8,3.78,4.44,1.75,3.8,40,15,1,173,12,2,20,3.1
420,488,300,411,388,4.4,3.89,4.78,1.38,4.6,19,20,0,128,18,2,21,3.5
490,413,300,489,263,4.4,3.11,4.67,1.88,4.8,49,35,4,281,26,2,21,2.9
420,275,356,367,238,4,3.44,4.44,2.13,4.3,6,1,2,17,1,1,21,3.3
380,325,389,356,375,3.8,4.33,4.22,2.38,3.7,21,7,0,161,6,2,20,2.8
300,350,344,322,225,4,3.67,4.56,1.75,3.6,43,11,1,309,15,1,20,2.9
310,350,444,333,200,4.8,4.44,4,1.63,4.4,0,5,3,146,25,2,19,3.6
480,438,422,389,263,4,4,4.11,1.63,5,12,14,2,251,16,2,21,3.6
280,350,378,356,300,4.4,4.44,4.33,2.5,3.8,13,4,0,211,34,2,18,3.1
350,325,356,389,388,4.2,3.89,4.56,2,4,19,21,0,239,10,1,21,3.6
320,288,422,389,338,4.4,4.11,4.56,1.88,3.7,208,27,0,188,11,2,19,3.4
440,375,500,500,188,4.6,4.89,5,1.25,4.4,800,3,0,249,46,2,18,3.6
310,338,356,322,263,4.4,4.22,4.56,2.13,4.1,107,11,0,307,34,2,19,3.1
380,363,367,222,238,4,4.22,4.89,1.75,4.2,16,7,1,282,22,2,20,3.2
280,325,411,333,200,4.8,3.56,4.89,1.25,4.4,11,2,0,160,13,1,21,3.3
460,300,322,400,238,3.6,3.78,4.67,1.63,4.9,13,1,1,72,16,2,21,3.2
310,400,411,400,200,4.8,4.22,4.33,2,4.2,19,6,1,98,27,2,18,3.2
400,375,289,367,338,5,4.33,4.22,1.38,4.5,46,43,2,236,14,2,18,2.9
360,413,322,211,388,4.4,3.44,4,1.88,3.9,53,11,8,66,17,2,19,3.1
390,200,311,267,313,4,4.22,4.44,2,4.1,48,1,0,101,7,1,20,3.4
350,225,344,289,425,3.6,3.89,3.89,1.63,3.5,112,33,55,306,11,2,19,3.2
450,275,322,356,288,3,4.11,4.22,2.38,4,0,1,0,65,17,1,19,4
470,363,300,178,250,4,3.56,3.89,2.38,4.5,2,2,0,146,10,1,19,3.6
320,400,356,289,238,4.6,3.22,4.56,2.13,3.9,173,4,3,184,8,1,20,3
290,288,222,333,400,4.4,4,4.56,2,3.9,89,19,0,195,43,2,18,2.4
420,438,411,378,225,4.4,4,4,1.88,4.5,459,18,0,163,20,2,18,2.9
420,388,367,411,425,4.6,4.22,4.78,2,4.6,42,8,2,469,24,1,18,3.7
420,463,311,222,388,4.4,4.56,4.56,1.88,4.5,282,3,0,205,18,2,20,3.4
270,300,344,289,438,3.8,3.67,4.56,2,3.8,0,14,3,155,23,2,18,2.3
290,363,467,344,200,4,4.56,4,2,3.7,31,9,0,258,28,2,21,3.1
420,350,411,467,288,3.6,4.44,4.78,1.75,4.5,14,26,0,290,42,2,21,3.1
450,363,344,333,338,3.2,3.67,4,2.13,4.6,59,20,10,227,23,2,22,3.8
430,400,367,389,313,4.8,4,4.56,2,4.3,5,31,1,166,23,2,18,3.1
410,388,333,356,375,3.8,3.44,4.44,2.63,4.4,3,17,0,90,15,2,19,3.4
440,325,333,389,375,3.6,4,4.22,2.13,4.4,16,3,21,92,11,2,19,2.8
310,450,333,333,400,4.8,4.56,4.78,1.25,3.3,5,9,1,487,26,2,21,3.4
450,350,411,400,313,4.6,4.22,4.22,2.13,4.6,5,4,1,142,7,1,19,3.1
290,238,322,167,263,3,3.22,4.56,1.5,4.4,939,14,53,208,11,2,21,2.1
410,425,433,411,263,4.2,4.44,4.78,1.88,4.3,31,42,1,483,49,2,19,3.5
320,375,300,311,250,4.6,3.44,3.67,1.13,4.9,1,1,1,162,19,1,20,3
280,250,356,356,388,4.4,3.78,4.11,2.13,3.5,0,7,0,159,34,2,18,2.9
500,450,189,278,450,4.2,1.89,4.78,4.5,5,41,4,1,244,32,1,18,3.4
390,400,378,333,225,4.2,4.44,4.56,1.88,4,36,17,0,196,27,2,19,3.1
460,350,444,344,263,4.4,4.33,3.56,1.88,4,81,4,0,224,31,2,18,3.5
350,238,467,367,375,4.8,4.78,4.78,1.75,4,270,5,0,227,47,2,21,2.9
420,325,344,367,263,4.2,4.33,4.67,1.13,4.5,26,22,1,303,11,2,21,3.8
300,238,300,167,488,4,4.11,4.33,1.38,4,295,17,12,368,22,2,19,2.1
340,300,344,378,338,3.8,4.22,4.78,1.75,4,15,1,7,59,4,2,18,3.2
350,425,333,344,325,4.4,3.67,4.44,1.63,3.8,17,11,0,377,79,2,21,3.8
240,388,344,344,275,4.2,3.89,4.67,1.38,3.4,20,13,1,172,27,2,19,3.5
430,400,389,344,350,4.6,4,4.56,2,4.3,31,12,0,238,28,2,20,3.2
380,250,433,378,238,4.4,4.33,4.56,1.88,3.6,10,4,0,195,23,2,17,2.7
420,250,322,378,463,4.4,4.22,4.67,1.88,4.3,31,35,1,239,16,2,20,3.4
350,463,189,300,313,4.8,3.11,3.56,1.75,3.9,8,6,0,182,25,2,21,3.7
450,325,333,222,300,2.6,3.56,3.22,2.88,4.4,299,3,33,106,5,2,19,3.2
390,300,389,289,313,4.6,3.89,4.78,1.63,4.5,90,15,0,260,33,2,20,2.8
300,350,389,333,313,4.2,3.89,4.67,2,3.9,9,17,0,256,21,2,20,2.9
500,488,333,289,163,4.8,3.89,4.22,1.25,5,85,29,1,186,12,2,20,3.3
470,288,356,322,263,5,4.78,4.89,1,4.8,0,1,0,286,56,2,18,3.2
410,225,278,300,425,4.8,4.78,4.89,1,4.9,300,19,1,189,14,2,21,2.5
460,300,422,367,313,4.8,4.56,5,1.13,5,50,11,1,427,31,2,21,2.5
340,225,333,322,238,3.4,3.67,4.33,1.88,3.7,17,11,0,127,13,2,21,3.2
500,413,356,278,313,4.6,4.78,4.33,1.38,4.7,874,4,1,471,20,2,20,3.8
340,225,322,233,363,3.6,3.56,4.22,1.13,3.7,820,23,12,40,3,1,19,2.4
330,275,356,300,363,3.8,3.78,3.67,2.13,4.1,46,7,0,237,68,1,18,2.7
